,name,rest_id,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),rating_encoded
11574,Canopy,4634.0,Offline,booking_not_available,3.0,108.0,MG Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800.0,Buffet,20.0
11582,Sunehri,4635.0,Offline,booking_not_available,3.8,67.0,Richmond Road,Casual Dining,"Buttermilk, Thali, Breakfast Buffet, Vada, Pongal",South Indian,500.0,Buffet,27.0
11583,70 Brigade - Iris Hotel,4636.0,Offline,booking_available,3.9,106.0,Brigade Road,Casual Dining,"Salads, Jalebi, Pasta, Rabri, Fish Curry, Salad, Mysore Pak","Chinese, North Indian, Pizza",1000.0,Buffet,25.0
11589,Mynt - The Taj West End,4637.0,Offline,booking_available,4.1,339.0,Race Course Road,Fine Dining,"Sunday Brunch, Pasta, Shawarma, Breakfast Buffet, Lamb, Lunch Buffet, Pizza","Italian, North Indian, Lebanese",2500.0,Buffet,27.0
11591,Red Onion,4638.0,Online,booking_available,4.2,552.0,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab",1200.0,Buffet,27.0
11592,Banjara Melting Pot,4639.0,Online,booking_available,4.2,475.0,Cunningham Road,Casual Dining,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","North Indian, Chinese, Seafood",1700.0,Buffet,23.0
11594,One Atria Cafe,4640.0,Offline,booking_available,3.8,102.0,Race Course Road,Casual Dining,Friendly Staff,"South Indian, Continental, North Indian",1600.0,Buffet,26.0
11598,BISO - Citrus Hotels,4641.0,Offline,booking_available,3.9,158.0,Cunningham Road,Casual Dining,"Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental",1100.0,Buffet,25.0
11599,BLOW,4642.0,Online,booking_available,4.3,945.0,Church Street,Cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750.0,Cafes,23.0
11600,Cafe Azzure,4643.0,Online,booking_available,4.3,2669.0,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","Cafe, Continental, Italian, Burger",1200.0,Cafes,30.0
11602,Brik Oven,4644.0,Offline,booking_not_available,4.6,2263.0,Church Street,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",1100.0,Cafes,23.0
11603,The White Room - Coffee & Kitchen,4645.0,Offline,booking_available,4.0,1706.0,Church Street,Cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Chocolate Milkshake, Caramel Frappe, Espresso, Tea","Cafe, Continental, American, Desserts",1000.0,Cafes,28.0
11604,Matteo Coffea,4646.0,Offline,booking_not_available,4.4,2638.0,Church Street,Cafe,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches",Cafe,600.0,Cafes,28.0
11605,Smally's Resto Cafe,4647.0,Online,booking_not_available,4.3,3548.0,Church Street,Cafe,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger","Cafe, Italian, Burger, American, Steak",650.0,Cafes,25.0
11606,Little Green Cafe,4648.0,Offline,booking_not_available,4.3,788.0,Church Street,"Cafe, Casual Dining","Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900.0,Cafes,25.0
11607,Wolf'ish,4649.0,Online,booking_not_available,4.1,461.0,Church Street,Cafe,"Burgers, Fries, Mojito, Bbq Chicken Pizza, Pasta, Potato Wedges, Peri Peri Chicken","Cafe, American, Italian, Pizza, Burger",700.0,Cafes,22.0
11608,Tata Cha,4650.0,Online,booking_not_available,3.9,67.0,Church Street,"Beverage Shop, Cafe","Chai, Ginger Tea, Poha, Coffee, Bun Maskas","Cafe, Tea, North Indian",500.0,Cafes,25.0
11609,Starbucks,4651.0,Offline,booking_not_available,4.1,526.0,Church Street,Cafe,"Coffee, Java Chip Frappuccino, Brownie, Caramel Frappuccino, Blueberry Muffin, Hot Chocolate, Cappuccino","Cafe, Desserts",700.0,Cafes,26.0
11612,Green Theory,4652.0,Online,booking_available,4.2,2840.0,Residency Road,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800.0,Cafes,27.0
11613,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,4653.0,Online,booking_available,4.4,693.0,MG Road,"Casual Dining, Cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental",1700.0,Cafes,28.0
11614,Truffles,4654.0,Offline,booking_not_available,4.5,3573.0,St. Marks Road,Cafe,"Burgers, Pasta, Mocktails, Cheese Burger, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900.0,Cafes,26.0
11615,Glen's Bakehouse,4655.0,Online,booking_not_available,4.4,1093.0,Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600.0,Cafes,25.0
11616,Cafe Mozaic - Taj MG Road Bengaluru,4656.0,Offline,booking_available,4.1,564.0,MG Road,"Casual Dining, Cafe","Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0,Cafes,25.0
11617,Bengaluru Baking Company - JW Marriott Bengaluru,4657.0,Offline,booking_not_available,4.3,523.0,Lavelle Road,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0,Cafes,25.0
11619,Cafe Kaara,4658.0,Offline,booking_not_available,4.2,164.0,Ulsoor,Cafe,"Coffee, Cappuccino, Sandwich, Tiramisu, Hot Chocolate, Pasta, Fries","Cafe, Salad, Desserts, Pizza",750.0,Cafes,25.0
11620,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,4659.0,Online,booking_not_available,4.1,115.0,Richmond Road,Cafe,"Coffee, Pizza, Pasta, Burgers, Eggs Benedict, Brownie Fudge, Salad","BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Cafes,26.0
11622,Skoolroom,4660.0,Online,booking_not_available,4.3,569.0,Ulsoor,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700.0,Cafes,25.0
11623,Lakeview Milkbar,4661.0,Offline,booking_not_available,4.0,1445.0,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Cafe, Fast Food",500.0,Cafes,21.0
11625,Cafe Coffee Day The Square,4662.0,Offline,booking_not_available,4.1,388.0,Lavelle Road,Cafe,"Pasta, Sandwich, Sandwiches, Cappuccino, Brownie, Burgers, Hot Chocolate",Cafe,1100.0,Cafes,21.0
11626,The Souk,4663.0,Online,booking_not_available,3.7,66.0,Ulsoor,Cafe,"Mediterranean Platter, Brownie, Pasta, Burgers, Cheesy Garlic Bread, Steak","Cafe, Mediterranean, Italian, Pizza, Continental",800.0,Cafes,23.0
11630,Happy Belly Bakes,4664.0,Online,booking_not_available,4.2,116.0,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500.0,Cafes,24.0
11631,The Blackboard Bakery,4665.0,Offline,booking_available,3.7,90.0,Lavelle Road,"Cafe, Bakery","Pancakes, Sandwich, Coffee","Cafe, Bakery, Continental",1000.0,Cafes,26.0
11636,Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,4666.0,Online,booking_not_available,3.9,462.0,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800.0,Cafes,23.0
11637,Soul Cafe,4667.0,Offline,booking_available,3.9,314.0,MG Road,Cafe,"Mocktails, Peri Peri Chicken, Coffee Hazelnut, Oreo Shake, Nachos, White Sauce Pasta, Beer","Cafe, Continental, Italian",800.0,Cafes,19.0
11643,Cafe Cerrise,4668.0,Online,booking_not_available,3.8,96.0,Ulsoor,Cafe,"Bannoffee Pie, Pasta, Sandwiches, Salsa, Sandwich, Salads, Pita Bread","Cafe, Continental, Salad",600.0,Cafes,22.0
11644,Gobble Up Churros Cafe,4669.0,Online,booking_not_available,3.8,37.0,Ulsoor,Casual Dining,"Churros, Empanadas","Beverages, Cafe, Desserts, Spanish, Bakery",400.0,Cafes,22.0
11659,Berrylicious Cafe,4670.0,Online,booking_not_available,4.1,125.0,MG Road,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0,Cafes,22.0
11669,Hammered,4671.0,Online,booking_available,4.7,4677.0,Cunningham Road,"Pub, Cafe","Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Cafes,23.0
11671,Dolci Desserts,4672.0,Online,booking_not_available,4.3,655.0,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750.0,Cafes,22.0
11672,Step Right Up,4673.0,Online,booking_not_available,4.1,153.0,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300.0,Cafes,21.0
11673,Infinitea Tea Room & Tea Store,4674.0,Online,booking_available,4.3,860.0,Cunningham Road,"Casual Dining, Cafe","Tea, Momos, Tiramisu, Sandwiches, Pesto Pasta, Sandwich, Chips","Continental, Cafe, Desserts, Salad, Momos",1000.0,Cafes,21.0
11674,Mudpipe Cafe,4675.0,Online,booking_not_available,4.2,740.0,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750.0,Cafes,20.0
11675,The Courtyard,4676.0,Offline,booking_available,3.9,297.0,Shanti Nagar,Cafe,"Hot Chocolate, Sandwiches, Garden Pizza, Pasta, Cappuccino, Garlic Bread, Sunday Morning Breakfast","Cafe, Italian",750.0,Cafes,22.0
11678,BanBay,4677.0,Offline,booking_not_available,4.0,44.0,Vasanth Nagar,Cafe,"Waffles, Burgers, Fish","Cafe, Modern Indian, Pizza, Burger, Desserts",1100.0,Cafes,25.0
11680,Bangalore Masala House,4678.0,Online,booking_not_available,4.2,255.0,Vasanth Nagar,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Burgers, Steak, Bun Maskas, Pasta","Cafe, Continental, Fast Food",500.0,Cafes,23.0
11687,Behrouz Biryani,4679.0,Online,booking_not_available,4.1,128.0,Vasanth Nagar,Delivery,"Raita, Gosht Dum Biryani, Dum Ghost Biryani, Paneer Biryani",Biryani,650.0,Delivery,20.0
11688,Eat At Nite,4680.0,Online,booking_not_available,3.1,57.0,Frazer Town,"Takeaway, Delivery","Fried Rice, Biryani","North Indian, Chinese, Rolls",400.0,Delivery,20.0
11690,Empire Restaurant,4681.0,Online,booking_not_available,4.0,3213.0,Church Street,Casual Dining,"Paneer Tikka, Chicken Popcorn, Bheja Fry, Brain Fry, Ghee Rice, Jumbo Shawarma, Biryani","North Indian, Mughlai, South Indian, Chinese",750.0,Delivery,21.0
11694,Karama Restaurant,4682.0,Online,booking_available,4.4,2866.0,Frazer Town,Casual Dining,"Salads, Veg Pulao, Sea Food, Popcorn Chicken, Karachi Naan, Rabri, Butter Chicken","Arabian, North Indian, Beverages",750.0,Delivery,22.0
11696,Masala Central,4683.0,Online,booking_not_available,3.7,75.0,Frazer Town,Quick Bites,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",North Indian,300.0,Delivery,20.0
11697,Firangi Bake,4684.0,Online,booking_not_available,3.9,58.0,Indiranagar,Delivery,Lasagne,"Mexican, Italian",600.0,Delivery,17.0
11699,Mama Mia!,4685.0,Online,booking_not_available,4.3,423.0,Indiranagar,"Dessert Parlor, Cafe","Gelato, Strawberry Sundae, Hot Chocolate, Brownie, Wedges, Peri Peri Fries, Thick Shakes","Desserts, Cafe",400.0,Delivery,17.0
11700,Smally's Resto Cafe,4686.0,Online,booking_available,4.1,1852.0,Ulsoor,Cafe,"Burgers, Sandwiches, Salads, Disco Chicken, Beef Steak, Wedges, Peri Chicken","Cafe, Italian, Burger, American, Steak",650.0,Delivery,21.0
11706,Midnight Hunger Solutions 24/7,4687.0,Online,booking_not_available,2.1,254.0,Indiranagar,Delivery,"Mutton Biryani, Chilli Paneer, Chicken Biryani","North Indian, Mughlai, Chinese",500.0,Delivery,22.0
11708,Church Street Social,4688.0,Online,booking_not_available,4.3,7547.0,Church Street,Lounge,"Paneer Biryani, Cocktails, Mocktails, Nachos, Taco Soup, Pork Ribs, Hot Dog","American, North Indian, Chinese, Finger Food, Momos",1500.0,Delivery,19.0
11709,Shanmukha,4689.0,Online,booking_not_available,3.9,143.0,Old Airport Road,Casual Dining,"Fish, Chicken Curry, Paneer Biryani, Baby Corn Masala","Biryani, Andhra, North Indian, Chinese",800.0,Delivery,24.0
11710,Domino's Pizza,4690.0,Online,booking_not_available,3.7,266.0,Shanti Nagar,Quick Bites,"Pizza, Chicken Pocket, Garlic Bread","Pizza, Fast Food",400.0,Delivery,23.0
11712,Kanteen 038,4691.0,Online,booking_not_available,4.0,51.0,Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast","Tea, Beverages, Fast Food",200.0,Delivery,23.0
11716,Imperial Restaurant,4692.0,Online,booking_not_available,3.9,239.0,Indiranagar,Casual Dining,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab","North Indian, Chinese, Biryani, Kebab, Juices",800.0,Delivery,20.0
11723,Donne Biriyani House,4693.0,Online,booking_not_available,4.1,474.0,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300.0,Delivery,20.0
11725,Xpress Biryani,4694.0,Online,booking_not_available,4.3,148.0,Ulsoor,Casual Dining,"Butter Chicken Biryani, Gulab Jamun, Chicken Tikka Biryani, Dal Bukhara, Hara Bhara Kebab, Mutton Keema, Masala Biryani","Biryani, North Indian, Kebab",650.0,Delivery,19.0
11726,Pathaan Sir,4695.0,Online,booking_not_available,3.3,156.0,Indiranagar,Quick Bites,"Rolls, French Fries, Chicken Momo, Roti, Pulpy Grape Juice, Mutton Keema, Chicken Kebab","Fast Food, Rolls, Momos",250.0,Delivery,14.0
11727,XO Belgian Waffle,4696.0,Online,booking_not_available,4.4,216.0,Brigade Road,Food Court,"Belgian Waffles, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450.0,Delivery,16.0
11728,Meghana Foods,4697.0,Online,booking_not_available,4.3,2139.0,Residency Road,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Andhra Style Biryani, Hyderabadi Biryani, Vegetable Biryani, Paneer Biryani, Fry Prawns","Biryani, Seafood, Andhra, North Indian",600.0,Delivery,19.0
11731,Smoke House Deli,4698.0,Online,booking_not_available,4.6,2492.0,Lavelle Road,Casual Dining,"Burgers, Cocktails, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","European, Italian, Desserts, Salad, Juices, Steak",1600.0,Delivery,24.0
11732,WOW! Momo,4699.0,Online,booking_not_available,3.7,123.0,Brigade Road,"Food Court, Quick Bites","Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos",400.0,Delivery,26.0
11736,Hammered,4700.0,Online,booking_available,4.7,4677.0,Cunningham Road,"Pub, Cafe","Crispy Corn, Sangria, Chicken Satay, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300.0,Delivery,25.0
11737,Nando's,4701.0,Online,booking_not_available,4.3,1220.0,Indiranagar,Casual Dining,"Peri Peri Chicken, Peri Peri Fries, Peri Peri Drizzle, Burgers, Chicken Breast Burger, Potato Wedges, Murgh Platter","Portuguese, African",1200.0,Delivery,23.0
11739,Thai Chy,4702.0,Online,booking_available,4.3,376.0,Indiranagar,Casual Dining,"Noodles, Watermelon Mint Mojito, Rendang Curry, Laksa, Dimsum Platter, Spinach Corn Cheese, Phad Thai","Thai, Asian, Indonesian",1200.0,Delivery,19.0
11743,The Bundle Co.,4703.0,Online,booking_not_available,4.4,223.0,MG Road,Quick Bites,"Burgers, Salad, Mocktails, Pasta Arrabiata, Fries, Nutella Cheesecake, Teriyaki Chicken Wings","Burger, Continental, Italian, Beverages",700.0,Delivery,20.0
11744,Leon Grill,4704.0,Online,booking_not_available,4.3,285.0,St. Marks Road,Quick Bites,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0,Delivery,8.0
11745,Belgian Waffle Factory,4705.0,Online,booking_not_available,4.9,1744.0,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400.0,Delivery,18.0
11746,Rahhams,4706.0,Online,booking_not_available,3.9,850.0,Frazer Town,Casual Dining,"Mutton Biryani, Shawarma, Bheja Fry, Pahari Chicken, Butter Chicken, Mutton Chops, Butter Naan","Mughlai, North Indian, Chinese",700.0,Delivery,15.0
11748,Punjabi Dhaba,4707.0,Online,booking_not_available,3.4,352.0,Ejipura,Quick Bites,"Butter Chicken, Paratha","North Indian, Chinese",350.0,Delivery,25.0
11750,Tadkawala,4708.0,Online,booking_not_available,3.5,70.0,Vasanth Nagar,"Takeaway, Delivery",Veg Thali,North Indian,200.0,Delivery,26.0
11752,McDonald's,4709.0,Online,booking_not_available,3.8,106.0,Ulsoor,Quick Bites,"Burgers, Wedges, Mcspicy Chicken Burger, French Fries, Mc Chicken","Burger, Fast Food",500.0,Delivery,23.0
11756,Mandarin Box,4710.0,Offline,booking_not_available,4.0,79.0,Church Street,Quick Bites,"Momos, Noodles, Chop Suey",Chinese,500.0,Delivery,26.0
11758,Corner House Ice Cream,4711.0,Online,booking_not_available,4.4,635.0,Residency Road,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400.0,Delivery,24.0
11761,Somilan Steak House,4712.0,Offline,booking_not_available,4.3,527.0,Church Street,Casual Dining,"Salads, Beef Steak, Pork Chops, Crispy Pork, Wine, Chicken Salad, Pork Ribs","North Eastern, Asian, Naga, Steak, Momos",800.0,Delivery,25.0
11762,IceBreakers,4713.0,Offline,booking_not_available,4.3,182.0,Church Street,Dessert Parlor,"Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream",400.0,Delivery,25.0
11767,Soda Bottle Opener Wala,4714.0,Online,booking_available,4.4,3656.0,Lavelle Road,"Casual Dining, Irani Cafee","Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Crispy Okra, Kulfi","Parsi, North Indian",1300.0,Delivery,25.0
11768,Cafe Azzure,4715.0,Online,booking_available,4.3,2669.0,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Peri Peri Fish, Burgers","Cafe, Continental, Italian, Burger",1200.0,Delivery,21.0
11772,Eden Park,4716.0,Online,booking_available,4.1,614.0,Cunningham Road,Casual Dining,"Pasta, Bamboo Biryani, Noodles, Chicken Guntur, Andhra Meal, Andhra Style Biryani, Babycorn Manchurian","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",1100.0,Delivery,23.0
11774,Glen's Bakehouse,4717.0,Online,booking_not_available,4.4,1093.0,Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600.0,Delivery,22.0
11777,Savoury Restaurant,4718.0,Online,booking_not_available,4.1,1445.0,Frazer Town,Casual Dining,"Biryani, Haleem, Jumbo Shawarma, Kerala Parotta, Barbeque Chicken, Mutton Raan Biriyani, Dum Aloo","Arabian, North Indian, Chinese, Beverages",800.0,Delivery,25.0
11779,Pasta Street,4719.0,Online,booking_available,4.5,1623.0,Cunningham Road,Casual Dining,"Pasta, Pizza, Garlic Bread, Wine, Salad, Salads, Ravioli","Italian, Pizza, Salad",1300.0,Delivery,20.0
11781,Lassi Shop,4720.0,Offline,booking_not_available,3.9,32.0,Church Street,Beverage Shop,Lassi,"Beverages, Ice Cream",200.0,Delivery,24.0
11782,Mainland China,4721.0,Online,booking_available,4.5,1401.0,Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","Chinese, Momos",1700.0,Delivery,21.0
11784,The Tao Terraces,4722.0,Online,booking_available,4.0,1913.0,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","Thai, Japanese, Korean, Burmese, Chinese",2100.0,Delivery,23.0
11787,MISU,4723.0,Online,booking_available,4.6,1217.0,St. Marks Road,"Casual Dining, Bar","Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0,Delivery,25.0
11788,Toscano,4724.0,Online,booking_available,4.4,1842.0,Lavelle Road,Casual Dining,"Pizza, Pepperoni, Wine, Salads, Tiramisu, Chicken Bruschetta, Sangria","Italian, Salad",1500.0,Delivery,24.0
11789,Pizza Hut,4725.0,Online,booking_not_available,3.8,235.0,Shanti Nagar,Casual Dining,"Garlic Bread, Paneer Pizza, Supreme Pizza, Tandoori Paneer","Pizza, Fast Food",750.0,Delivery,26.0
11792,Amritsari Kulcha Bite,4726.0,Online,booking_not_available,3.9,104.0,Ulsoor,Quick Bites,"Lassi, Amritsari Kulcha, Chole",North Indian,150.0,Delivery,23.0
11794,Teppan Japanese Grill & Sushi Bar,4727.0,Online,booking_not_available,4.3,904.0,Ulsoor,Casual Dining,"Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup, Maki Sushi",Japanese,2000.0,Delivery,25.0
11799,Mudpipe Cafe,4728.0,Online,booking_not_available,4.2,740.0,Cunningham Road,Cafe,"Sandwiches, Lemonade, Nachos, Mozzarella Sticks, Fries, Pasta, Pizza","Cafe, Continental, Italian, Burger",750.0,Delivery,22.0
11800,Keventers,4729.0,Online,booking_not_available,3.8,54.0,Commercial Street,"Beverage Shop, Dessert Parlor","Thick Shakes, Chocolate Hazelnut Shake, Oreo Shake","Desserts, Beverages, Ice Cream",400.0,Delivery,22.0
11807,The Open Box,4730.0,Online,booking_available,4.2,2272.0,St. Marks Road,"Casual Dining, Bar","Mocktails, Cocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Sangria, Margarita","European, North Indian, Mediterranean, Asian, Salad",1400.0,Delivery,23.0
11810,Tandoor,4731.0,Online,booking_available,3.9,1362.0,MG Road,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,2100.0,Delivery,28.0
11812,Red Onion,4732.0,Online,booking_available,4.2,552.0,Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab",1200.0,Delivery,26.0
11815,Maravanthe,4733.0,Online,booking_available,4.4,686.0,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani","Seafood, Mangalorean",1000.0,Delivery,25.0
11822,Hatti Kaapi,4734.0,Online,booking_not_available,3.9,54.0,Brigade Road,Quick Bites,"Filter Coffee, Samosa, Tea, Hot Coffee","South Indian, Beverages",200.0,Delivery,24.0
11825,NoLimmits Lounge and Club,4735.0,Online,booking_available,4.0,2112.0,Brigade Road,Club,"Salads, Chicken Bbq Wings, Sandwiches, Pasta, Biryani, Pizza, Cocktails","Chinese, Continental, North Indian, Burger, Pizza",2000.0,Delivery,25.0
11826,The Only Place,4736.0,Online,booking_available,4.2,2924.0,Church Street,Casual Dining,"Steak, Burgers, Meatballs, Apple Pie, Salads, Bruschettas, Chicken Sizzler","Italian, American, Steak, Continental, BBQ, Salad",1000.0,Delivery,25.0
11834,Shanthi Sagar,4737.0,Online,booking_not_available,4.1,205.0,Ulsoor,Quick Bites,"Coffee, Roti, Vada Pav","South Indian, North Indian, Chinese, Juices",250.0,Delivery,22.0
11839,Drunken Monkey,4738.0,Online,booking_not_available,4.0,122.0,Church Street,"Beverage Shop, Quick Bites","Sandwiches, Chicken Sandwich, Oreo Shake, Irish Coffee Cream","Beverages, Fast Food",400.0,Delivery,25.0
11841,Vietnamese Kitchen,4739.0,Online,booking_available,4.1,525.0,Indiranagar,Casual Dining,"Pho, Pad Thai, Jasmine Tea, Spring Roll, Chocolate Shake, Thai Green Curry, Momos","Chinese, Vietnamese, Momos, Thai",800.0,Delivery,26.0
11842,Shalimar,4740.0,Online,booking_not_available,4.0,154.0,Indiranagar,Casual Dining,"Sea Food, Murgh Ghee Roast, Masala Peanuts, Beer, Roti","North Indian, Chinese, Seafood",700.0,Delivery,19.0
11843,Mangalore pearl - Seafood Restaurant,4741.0,Online,booking_not_available,4.3,1379.0,Frazer Town,Casual Dining,"Sea Food, Neer Dosa, Fish, Caramel Pudding, Curry Crab, Bombil Fry, Masala Prawn","Mangalorean, Seafood",700.0,Delivery,22.0
11846,The Biere Club,4742.0,Online,booking_available,4.3,3485.0,Lavelle Road,"Pub, Microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Craft Beer, Meatballs","Continental, BBQ, Finger Food",1700.0,Delivery,22.0
11848,Oh! Calcutta,4743.0,Online,booking_available,4.4,1112.0,Church Street,"Casual Dining, Bar","Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood",1200.0,Delivery,25.0
11850,Bheema's,4744.0,Online,booking_not_available,4.0,781.0,Church Street,Casual Dining,"Thali, Mutton Biryani, Mutton Fry, Chilli Chicken, Chicken Biryani, Andhra Meal, Vegetable Biryani",Andhra,650.0,Delivery,19.0
11854,Kobe Sizzlers,4745.0,Online,booking_not_available,4.1,1120.0,Brigade Road,Casual Dining,"Potato Mash, Sizzler Brownie, Steak, Pasta, Caramel Custard, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak",1500.0,Delivery,15.0
